case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_2023_dp_world_australia_cyber_port_disruption,cyberattack on port logistics infrastructure,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""port_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_dp_world_australia_cyber_port_disruption,cyberattack on port logistics infrastructure,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""port_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_smic_entity_list_semiconductor_controls,semiconductor entity-list export control and foundry access risk,semiconductor_equipment,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""entity_list_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_smic_entity_list_semiconductor_controls,semiconductor entity-list export control and foundry access risk,foundry,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""foundry"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""entity_list_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_smic_entity_list_semiconductor_controls,semiconductor entity-list export control and foundry access risk,eda_software,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""eda_software"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""entity_list_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_smic_entity_list_semiconductor_controls,semiconductor entity-list export control and foundry access risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""entity_list_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_smic_entity_list_semiconductor_controls,semiconductor entity-list export control and foundry access risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2020_smic_entity_list_semiconductor_controls,semiconductor entity-list export control and foundry access risk,data_centers,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""data_centers"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""entity_list_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_japan_chip_equipment_export_controls,semiconductor equipment export control and customs licensing risk,semiconductor_equipment,already_migrated,"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""chip_tool_export_controls""}","{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""chip_tool_export_controls""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_japan_chip_equipment_export_controls,semiconductor equipment export control and customs licensing risk,ai_chips,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""ai_chips"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""technology_policy_coordination""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_japan_chip_equipment_export_controls,semiconductor equipment export control and customs licensing risk,foundry,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""foundry"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""technology_policy_coordination""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_japan_chip_equipment_export_controls,semiconductor equipment export control and customs licensing risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""technology_policy_coordination""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_japan_chip_equipment_export_controls,semiconductor equipment export control and customs licensing risk,data_centers,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""data_centers"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""technology_policy_coordination""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_japan_chip_equipment_export_controls,semiconductor equipment export control and customs licensing risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2019_turkey_f35_s400_defense_restrictions,defense procurement restriction and aerospace supply-chain adjustment,defense,already_migrated,"{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""defense"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""defense_procurement_policy_dispute""}","{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""defense"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""defense_procurement_policy_dispute""}",,existing development-enriched node context,high,Preserved without modification.
case_2019_turkey_f35_s400_defense_restrictions,defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain,resolvable,{},"{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""input_access_restriction"", ""node"": ""aerospace_supply_chain"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""defense_policy_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2019_turkey_f35_s400_defense_restrictions,defense procurement restriction and aerospace supply-chain adjustment,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2019_turkey_f35_s400_defense_restrictions,defense procurement restriction and aerospace supply-chain adjustment,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""defense_policy_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2019_turkey_f35_s400_defense_restrictions,defense procurement restriction and aerospace supply-chain adjustment,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""defense_policy_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
